id,caption,alttext,description,baseimageurl
159220,,,,https://nrs.harvard.edu/urn-3:HUAM:INV038701N_dynmc
145802,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN18917_dlvr
82562,,,,https://nrs.harvard.edu/urn-3:HUAM:INV021992_dynmc
119088,,,,https://nrs.harvard.edu/urn-3:HUAM:INV036307_dynmc
139789,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP09534_dynmc
163835,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP12801_dynmc
19098,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS49276_dynmc
120762,,,,https://nrs.harvard.edu/urn-3:HUAM:ISL10069_dynmc
108027,negative,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN12435n_dynmc
134414,overall,,,https://nrs.harvard.edu/urn-3:HUAM:76577_dynmc
61997,,,,https://nrs.harvard.edu/urn-3:HUAM:INV018180_dynmc
38685,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS83466_dynmc
121935,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG1522_dynmc
104455,,Both sides of an irregularly shaped gold coin with relief decoration on each side.　,On the side of the coin on the left is a series of concentric circles with Arabic calligraphy within the borders of each circle. The other side of the coin also depicts a series of concentric circles with Arabic calligraphy within the borders of each circle.,https://nrs.harvard.edu/urn-3:HUAM:COIN11320_dlvr
78336,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG2627_dynmc
51367,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN02094_dynmc
46623,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN18567_dlvr
47628,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP08211_dynmc
157359,,,,https://nrs.harvard.edu/urn-3:HUAM:INV032323P_dynmc
453168,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256199
453170,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256201
453173,,,,https://nrs.harvard.edu/urn-3:HUAM:758163
453184,,,,https://nrs.harvard.edu/urn-3:HUAM:758167
453195,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256231
453197,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256248
453204,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256297
453321,,,,https://nrs.harvard.edu/urn-3:HUAM:758176
453324,,,,https://nrs.harvard.edu/urn-3:HUAM:758179
453325,,,,https://nrs.harvard.edu/urn-3:HUAM:758180
453330,,,,https://nrs.harvard.edu/urn-3:HUAM:758185
453332,,,,https://nrs.harvard.edu/urn-3:HUAM:758187
453333,,,,https://nrs.harvard.edu/urn-3:HUAM:758188
453336,,,,https://nrs.harvard.edu/urn-3:HUAM:758191
453420,,,,https://nrs.harvard.edu/urn-3:HUAM:758202
453422,,,,https://nrs.harvard.edu/urn-3:HUAM:758204
453493,,,,https://nrs.harvard.edu/urn-3:HUAM:758212
453494,,,,https://nrs.harvard.edu/urn-3:HUAM:758213
453498,,,,https://nrs.harvard.edu/urn-3:HUAM:758217
453503,painting proper,,,https://nrs.harvard.edu/urn-3:HUAM:758222
71514,,,,https://nrs.harvard.edu/urn-3:HUAM:INV036045_dynmc
89564,,,,https://nrs.harvard.edu/urn-3:HUAM:INV034578_dynmc
50439,inverted from negative,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN12551p_dynmc
114638,,,,https://nrs.harvard.edu/urn-3:HUAM:INV020832P_dynmc
92126,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS88905_dynmc
72390,,,,https://nrs.harvard.edu/urn-3:HUAM:INV037775_dynmc
77517,,,,https://nrs.harvard.edu/urn-3:HUAM:INV013414N_dynmc
76557,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG130504_dynmc
80642,,,,https://nrs.harvard.edu/urn-3:HUAM:MBTA10083N_dynmc
54446,folio 34 recto,,,https://nrs.harvard.edu/urn-3:HUAM:61983_dynmc
453591,,,,https://nrs.harvard.edu/urn-3:HUAM:758254
453593,,,,https://nrs.harvard.edu/urn-3:HUAM:758256
453594,,,,https://nrs.harvard.edu/urn-3:HUAM:758257
453597,,,,https://nrs.harvard.edu/urn-3:HUAM:758260
453618,Detail of crest with spot of cuprite,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257049
453621,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257053
453635,"High dynamic range composite x-ray, side view",,,https://nrs.harvard.edu/urn-3:HUAM:LEG257071
453751,,,,https://nrs.harvard.edu/urn-3:HUAM:758271
453754,,,,https://nrs.harvard.edu/urn-3:HUAM:758274
453757,,,,https://nrs.harvard.edu/urn-3:HUAM:758277
53375,,,,https://nrs.harvard.edu/urn-3:HUAM:INV003472_dynmc
47231,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN19579_dlvr
78163,,,,https://nrs.harvard.edu/urn-3:HUAM:INV014249N_dynmc
147498,inverted from negative,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN12535p_dynmc
122443,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG33963_dynmc
102575,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN04327_dynmc
76606,,,,https://nrs.harvard.edu/urn-3:HUAM:INV011487N_dynmc
91053,,,,https://nrs.harvard.edu/urn-3:HUAM:INV036835_dynmc
61895,,,,https://nrs.harvard.edu/urn-3:HUAM:INV017793_dynmc
55495,,,,https://nrs.harvard.edu/urn-3:HUAM:INV007805P_dynmc
453870,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257384
453879,,,,https://nrs.harvard.edu/urn-3:HUAM:758326
453882,,,,https://nrs.harvard.edu/urn-3:HUAM:758329
453892,,,,https://nrs.harvard.edu/urn-3:HUAM:758339
453893,,,,https://nrs.harvard.edu/urn-3:HUAM:758340
453900,,A black and white photograph of a man cutting a stalk of sugar cane.,"The black and white photograph shows a bearded man in light colored clothing wearing a hat with a brim. His right arm is raised, he holds a machete in his right hand. His left arm is outstretched, and his gloved hand holds a stalk of sugar cane. The man is slightly twisted at the waist. There are stalks of sugar cane on the left side of the photograph and leaves are visible in the bottom foreground.",https://nrs.harvard.edu/urn-3:HUAM:758347
453903,,,,https://nrs.harvard.edu/urn-3:HUAM:758350
453995,,A curved light blue bowl.,A light blue colored bowl that is shown standing on a white background from the side. It has no foot and curved walls.,https://nrs.harvard.edu/urn-3:HUAM:LEG257252
454089,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257359
454093,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257363
43339,,,,https://nrs.harvard.edu/urn-3:HUAM:92312_dynmc
36602,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP14483_dynmc
46755,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN19081_dlvr
38204,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN01260_dynmc
148465,,,,https://nrs.harvard.edu/urn-3:HUAM:INV001194_dynmc
100253,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP11789_dlvr
57017,,,,https://nrs.harvard.edu/urn-3:HUAM:INV010333N_dynmc
84560,,,,https://nrs.harvard.edu/urn-3:HUAM:INV025162P_dynmc
152218,,,,https://nrs.harvard.edu/urn-3:HUAM:INV014439N_dynmc
138404,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP03829_dynmc
454192,"folio 21, recto",,,https://nrs.harvard.edu/urn-3:HUAM:758412
454198,,,,https://nrs.harvard.edu/urn-3:HUAM:758418
454204,,,,https://nrs.harvard.edu/urn-3:HUAM:758424
454209,,,,https://nrs.harvard.edu/urn-3:HUAM:758429
454210,,,,https://nrs.harvard.edu/urn-3:HUAM:758430
454222,,,,https://nrs.harvard.edu/urn-3:HUAM:758442
454224,,,,https://nrs.harvard.edu/urn-3:HUAM:758444
454227,,,,https://nrs.harvard.edu/urn-3:HUAM:758447
454236,,,,https://nrs.harvard.edu/urn-3:HUAM:758456
454237,,,,https://nrs.harvard.edu/urn-3:HUAM:758457
140989,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP14418_dynmc
71855,,,,https://nrs.harvard.edu/urn-3:HUAM:INV002589_dynmc
145036,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN15973_dlvr
48401,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP10225_dynmc
96190,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG132918p_dynmc
61564,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN12700_dlvr
18319,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS47578_dynmc
93423,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP00863_dynmc
113988,,,,https://nrs.harvard.edu/urn-3:HUAM:INV018422_dynmc
8757,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS33523_dynmc
454430,,,,https://nrs.harvard.edu/urn-3:HUAM:758534
454432,,,,https://nrs.harvard.edu/urn-3:HUAM:758536
454517,detail of seals in lower left corner,,,https://nrs.harvard.edu/urn-3:HUAM:758551
454519,inscription and seals,,,https://nrs.harvard.edu/urn-3:HUAM:758553
454524,detail of monk figure at right (after conservation treatment and remounting),,,https://nrs.harvard.edu/urn-3:HUAM:758558
454572,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257593
454875,lid interior,,,https://nrs.harvard.edu/urn-3:HUAM:758566
454876,open inkstone box (left); interior of lid (right),,,https://nrs.harvard.edu/urn-3:HUAM:758567
454877,"box closed, showing lid exterior",,,https://nrs.harvard.edu/urn-3:HUAM:758568
454914,Section 2 of 15,,,https://nrs.harvard.edu/urn-3:HUAM:758575
54705,,,,https://nrs.harvard.edu/urn-3:HUAM:INV006361_dynmc
58158,,,,https://nrs.harvard.edu/urn-3:HUAM:INV011759N_dynmc
49064,,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN11357_dynmc
20865,,,,https://nrs.harvard.edu/urn-3:HUAM:70373_dynmc
45521,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP04120_dynmc
63028,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN15798_dlvr
94210,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP02925_dynmc
60742,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN10713_dlvr
40280,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN04944_dlvr
6552,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS18958_dynmc
454974,Left: 2001.162.27 verso; Right: 2001.162.28 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755788
454985,back cover,,,https://nrs.harvard.edu/urn-3:HUAM:755799
454990,,,,https://nrs.harvard.edu/urn-3:HUAM:758612
454996,Left: 2001.164.2 verso; Right: 2001.164.3 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755803
455016,Top: 2001.164.22 verso; Bottom: 2001.164.23 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755823
455018,Left: 2001.164.24 verso; Right: 2001.164.25 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755825
455020,Left: 2001.164.26 verso; Right: 2001.164.27 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755827
455032,back cover,,,https://nrs.harvard.edu/urn-3:HUAM:755840
455035,,,,https://nrs.harvard.edu/urn-3:HUAM:758614
455036,,,,https://nrs.harvard.edu/urn-3:HUAM:758615
455038,,,,https://nrs.harvard.edu/urn-3:HUAM:758617
455052,section 2 of 5,,,https://nrs.harvard.edu/urn-3:HUAM:758622
455066,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256204
455072,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256210
455073,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256211
455078,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256216
455089,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256301
455092,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256304
455099,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256311
455105,,,,https://nrs.harvard.edu/urn-3:HUAM:758636
140215,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP11302_dynmc
100131,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP11329_dlvr
152249,,,,https://nrs.harvard.edu/urn-3:HUAM:INV014528N_dynmc
11235,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS38595_dynmc
123538,inverted from negative,,,https://nrs.harvard.edu/urn-3:HUAM:MBTA10205P_dynmc
17176,verso,,,https://nrs.harvard.edu/urn-3:HUAM:51540_dynmc
155903,,,,https://nrs.harvard.edu/urn-3:HUAM:INV027120P_dynmc
96295,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG147954_dynmc
164012,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP13507_dynmc
124703,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP13975_dynmc
455158,,,,https://nrs.harvard.edu/urn-3:HUAM:758680
455161,,,,https://nrs.harvard.edu/urn-3:HUAM:758683
455162,,,,https://nrs.harvard.edu/urn-3:HUAM:758684
455166,Overall with mounting,,,https://nrs.harvard.edu/urn-3:HUAM:758688
455174,detail,,,https://nrs.harvard.edu/urn-3:HUAM:758696
455184,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256223
455210,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256255
455212,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256257
455218,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256266
455220,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256269
19404,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS63222_dynmc
45684,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP04762_dynmc
67209,negative,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN11576n_dynmc
49047,,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN11293_dynmc
82687,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP12958_dynmc
90341,,,,https://nrs.harvard.edu/urn-3:HUAM:INV035693P_dynmc
78157,,,,https://nrs.harvard.edu/urn-3:HUAM:INV014232_dynmc
98503,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG6414_dynmc
72891,,,,https://nrs.harvard.edu/urn-3:HUAM:INV005323_dynmc
100379,,,,https://nrs.harvard.edu/urn-3:HUAM:CARPST10081_dynmc
455581,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257615
455582,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257616
455595,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257629
455811,,,,https://nrs.harvard.edu/urn-3:HUAM:758758
455814,,,,https://nrs.harvard.edu/urn-3:HUAM:758761
455944,"detail of inscription, signature, and seals",,,https://nrs.harvard.edu/urn-3:HUAM:LEG257844
455945,detail of figures 1,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257845
455949,detail,,,https://nrs.harvard.edu/urn-3:HUAM:LEG257849
456321,detail of artist's signature and seal,,,https://nrs.harvard.edu/urn-3:HUAM:758767
456322,,,,https://nrs.harvard.edu/urn-3:HUAM:758768
81101,,,,https://nrs.harvard.edu/urn-3:HUAM:INV019287_dynmc
136716,page 37b,,,https://nrs.harvard.edu/urn-3:HUAM:VRS87327_dynmc
140934,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP14170_dynmc
83063,,,,https://nrs.harvard.edu/urn-3:HUAM:INV022432_dynmc
101318,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN02067_dynmc
43467,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP00175_dynmc
133082,obverse,,,https://nrs.harvard.edu/urn-3:HUAM:70492_dynmc
134990,recto,,,https://nrs.harvard.edu/urn-3:HUAM:79039_dynmc
12426,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS42469_dynmc
60422,,,,https://nrs.harvard.edu/urn-3:HUAM:INV015421_dynmc
164546,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP15648_dynmc
153622,,,,https://nrs.harvard.edu/urn-3:HUAM:INV019139_dynmc
155930,,,,https://nrs.harvard.edu/urn-3:HUAM:INV027212_dynmc
74049,,,,https://nrs.harvard.edu/urn-3:HUAM:INV007045_dynmc
97950,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP10197_dynmc
137673,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP00858_dynmc
98284,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG5124_dynmc
81030,,,,https://nrs.harvard.edu/urn-3:HUAM:INV019001_dynmc
137740,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP01127_dynmc
81739,,,,https://nrs.harvard.edu/urn-3:HUAM:INV020438P_dynmc
456434,"folio 81, verso",,,https://nrs.harvard.edu/urn-3:HUAM:758824
456435,"folio 81, recto",,,https://nrs.harvard.edu/urn-3:HUAM:758825
456436,"folio 235, recto",,,https://nrs.harvard.edu/urn-3:HUAM:758826
456452,"folio 13, verso",,,https://nrs.harvard.edu/urn-3:HUAM:758842
456454,"folio 1, recto",,,https://nrs.harvard.edu/urn-3:HUAM:758844
456458,"folio 16, verso",,,https://nrs.harvard.edu/urn-3:HUAM:758848
456459,"folio 162, recto",,,https://nrs.harvard.edu/urn-3:HUAM:758849
456468,"folio 165, recto",,,https://nrs.harvard.edu/urn-3:HUAM:758858
456475,"folio 214, verso",,,https://nrs.harvard.edu/urn-3:HUAM:758865
456485,"folio 323, verso",,,https://nrs.harvard.edu/urn-3:HUAM:758875
456486,"folio 323, recto",,,https://nrs.harvard.edu/urn-3:HUAM:758876
456502,,,,https://nrs.harvard.edu/urn-3:HUAM:758889
456506,,,,https://nrs.harvard.edu/urn-3:HUAM:758893
456518,,,,https://nrs.harvard.edu/urn-3:HUAM:758904
456519,,,,https://nrs.harvard.edu/urn-3:HUAM:758905
456528,Side A,,,https://nrs.harvard.edu/urn-3:HUAM:VRS244650
456529,side B,,,https://nrs.harvard.edu/urn-3:HUAM:VRS244651
456538,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256335
456540,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256337
456543,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256340
45471,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP03912_dynmc
57195,,,,https://nrs.harvard.edu/urn-3:HUAM:71844_dynmc
145202,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN16579_dlvr
56557,,,,https://nrs.harvard.edu/urn-3:HUAM:70616_dynmc
148621,,,,https://nrs.harvard.edu/urn-3:HUAM:INV001849_dynmc
81264,,,,https://nrs.harvard.edu/urn-3:HUAM:MBTA10599N_dynmc
52702,,,,https://nrs.harvard.edu/urn-3:HUAM:INV002178_dynmc
94998,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG128671_dynmc
98090,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP10739_dynmc
9095,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS35121_dynmc
151143,,,,https://nrs.harvard.edu/urn-3:HUAM:INV011062_dynmc
160212,,,,https://nrs.harvard.edu/urn-3:HUAM:ISL10149_dynmc
93738,,,,https://nrs.harvard.edu/urn-3:HUAM:ISL10000_dynmc
137882,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP01729_dynmc
88044,,,,https://nrs.harvard.edu/urn-3:HUAM:INV032191P_dynmc
105978,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN17410_dynmc
101945,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN03048_dynmc
97086,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG3116_dynmc
67079,,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN11030_dynmc
74243,,,,https://nrs.harvard.edu/urn-3:HUAM:INV007694P_dynmc
456633,,,,https://nrs.harvard.edu/urn-3:HUAM:758941
456635,,,,https://nrs.harvard.edu/urn-3:HUAM:758943
456638,,,,https://nrs.harvard.edu/urn-3:HUAM:758946
456640,,,,https://nrs.harvard.edu/urn-3:HUAM:758948
456645,,,,https://nrs.harvard.edu/urn-3:HUAM:758953
456651,,,,https://nrs.harvard.edu/urn-3:HUAM:758959
456652,,,,https://nrs.harvard.edu/urn-3:HUAM:758960
456654,,,,https://nrs.harvard.edu/urn-3:HUAM:758962
456657,,,,https://nrs.harvard.edu/urn-3:HUAM:758965
456660,,,,https://nrs.harvard.edu/urn-3:HUAM:758968
456664,,,,https://nrs.harvard.edu/urn-3:HUAM:758969
456666,,,,https://nrs.harvard.edu/urn-3:HUAM:758971
456678,front cover,,,https://nrs.harvard.edu/urn-3:HUAM:755491
456682,Left: 2001.165.3 verso; Right: 2001.165.4 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755495
456691,Left: 2001.165.12 verso; Right: 2001.165.13 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755504
456692,Left: 2001.165.13 verso; Right: 2001.165.14 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755505
456693,Left: 2001.165.14 verso; Right: 2001.165.15 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755506
456698,Left: 2001.165.19 verso; Right: 2001.165.20 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755511
456700,Left: 2001.165.21 verso; Right: 2001.165.22 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755513
456708,Left: 2001.165.29 verso; Right: 2001.165.30 recto,,,https://nrs.harvard.edu/urn-3:HUAM:755521
129385,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS43034_dynmc
106444,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN19284_dlvr
100381,,,,https://nrs.harvard.edu/urn-3:HUAM:CARPST10096_dynmc
137433,primar,,,https://nrs.harvard.edu/urn-3:HUAM:92455_dynmc
114548,,,,https://nrs.harvard.edu/urn-3:HUAM:INV020554N_dynmc
58369,,,,https://nrs.harvard.edu/urn-3:HUAM:INV012446N_dynmc
138918,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP05990_dynmc
149776,,,,https://nrs.harvard.edu/urn-3:HUAM:INV006640_dynmc
41864,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN08341_dlvr
34826,recto,,,https://nrs.harvard.edu/urn-3:HUAM:73406_dynmc
138906,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP05940_dynmc
160539,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG104650_dynmc
158715,,,,https://nrs.harvard.edu/urn-3:HUAM:INV036967_dynmc
42720,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN10571_dlvr
56360,,,,https://nrs.harvard.edu/urn-3:HUAM:INV009253P_dynmc
98536,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG6559_dynmc
149433,,,,https://nrs.harvard.edu/urn-3:HUAM:INV005195_dynmc
160366,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG103642_dynmc
134614,recto,,,https://nrs.harvard.edu/urn-3:HUAM:77442_dynmc
47742,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP08670_dynmc
457619,,,,https://nrs.harvard.edu/urn-3:HUAM:759095
457624,,,,https://nrs.harvard.edu/urn-3:HUAM:759100
457747,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG258633
457748,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG258634
457757,,,,https://nrs.harvard.edu/urn-3:HUAM:759104
457793,,,,https://nrs.harvard.edu/urn-3:HUAM:759120
457802,,,,https://nrs.harvard.edu/urn-3:HUAM:759129
457805,front cover interior,,,https://nrs.harvard.edu/urn-3:HUAM:759132
457811,,,,https://nrs.harvard.edu/urn-3:HUAM:759138
457817,,,,https://nrs.harvard.edu/urn-3:HUAM:759144
146393,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN21415_dlvr
98497,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG6380_dynmc
12086,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS40823_dynmc
44959,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP03316_dynmc
65571,,,,https://nrs.harvard.edu/urn-3:HUAM:INV024346_dynmc
157549,,,,https://nrs.harvard.edu/urn-3:HUAM:INV033015P_dynmc
130747,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS48955_dynmc
158994,,,,https://nrs.harvard.edu/urn-3:HUAM:INV037915_dynmc
88248,,,,https://nrs.harvard.edu/urn-3:HUAM:INV032936_dynmc
40594,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS87741_dynmc
457911,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256480
457914,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256483
457924,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256493
457927,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256496
457931,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256500
457932,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256501
457940,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG256509
457946,,,,https://nrs.harvard.edu/urn-3:HUAM:759164
457949,,,,https://nrs.harvard.edu/urn-3:HUAM:759167
457950,,,,https://nrs.harvard.edu/urn-3:HUAM:759168
66176,,,,https://nrs.harvard.edu/urn-3:HUAM:INV025287_dynmc
138283,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP03320_dynmc
23824,recto,,,https://nrs.harvard.edu/urn-3:HUAM:76884_dynmc
86104,,,,https://nrs.harvard.edu/urn-3:HUAM:76119_dynmc
101666,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP14665_dynmc
163532,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP11551_dlvr
101760,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP15053_dynmc
151843,,,,https://nrs.harvard.edu/urn-3:HUAM:INV013273N_dynmc
66884,,,,https://nrs.harvard.edu/urn-3:HUAM:INV027089_dynmc
162816,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG852_dynmc
457992,,,,https://nrs.harvard.edu/urn-3:HUAM:759198
457993,,,,https://nrs.harvard.edu/urn-3:HUAM:759199
458002,,,,https://nrs.harvard.edu/urn-3:HUAM:759208
458006,,,,https://nrs.harvard.edu/urn-3:HUAM:759212
458012,,,,https://nrs.harvard.edu/urn-3:HUAM:759218
458020,,,,https://nrs.harvard.edu/urn-3:HUAM:759226
458666,,,,https://nrs.harvard.edu/urn-3:HUAM:759242
458667,,,,https://nrs.harvard.edu/urn-3:HUAM:759243
458672,,,,https://nrs.harvard.edu/urn-3:HUAM:759248
458673,,,,https://nrs.harvard.edu/urn-3:HUAM:759249
458675,,,,https://nrs.harvard.edu/urn-3:HUAM:759251
458678,,,,https://nrs.harvard.edu/urn-3:HUAM:759254
458681,,,,https://nrs.harvard.edu/urn-3:HUAM:759257
458682,,,,https://nrs.harvard.edu/urn-3:HUAM:759258
458688,,,,https://nrs.harvard.edu/urn-3:HUAM:759264
458690,recto,,,https://nrs.harvard.edu/urn-3:HUAM:759266
458698,,,,https://nrs.harvard.edu/urn-3:HUAM:759274
458720,,,,https://nrs.harvard.edu/urn-3:HUAM:759277
458721,,,,https://nrs.harvard.edu/urn-3:HUAM:759278
458736,,,,https://nrs.harvard.edu/urn-3:HUAM:759293
8529,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS31660_dynmc
63433,,,,https://nrs.harvard.edu/urn-3:HUAM:INV020808N_dynmc
29955,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP01742_dynmc
109289,,,,https://nrs.harvard.edu/urn-3:HUAM:INV002271_dynmc
86446,,,,https://nrs.harvard.edu/urn-3:HUAM:INV029027_dynmc
76035,,,,https://nrs.harvard.edu/urn-3:HUAM:INV010410P_dynmc
52197,,,,https://nrs.harvard.edu/urn-3:HUAM:INV000103_dynmc
14631,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS15780_dynmc
8420,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS33988_dynmc
135074,Page Opening no. 31,,,https://nrs.harvard.edu/urn-3:HUAM:79369_dynmc
